Total Stats
 Read Count           Write Count          Discard Count        GC Count             GC Average Runtime(ms)                   Copyback Count       Write Amplification Factor              
 64977                197324               0                    134                  0.03090                                  10447                1.05                                    
Stats By CPU
CPU0:
 Read Count           Write Count          Discard Count       
 40999                103406               0                   
CPU1:
 Read Count           Write Count          Discard Count       
 23978                93918                0                   
Block Stats
 Block Number         Invalid Count        Erase Count         
 0                    527                  2                   
 1                    540                  2                   
 2                    501                  2                   
 3                    525                  2                   
 4                    542                  2                   
 5                    500                  2                   
 6                    507                  2                   
 7                    515                  2                   
 8                    708                  1                   
 9                    537                  2                   
 10                   522                  2                   
 11                   543                  2                   
 12                   545                  2                   
 13                   498                  2                   
 14                   429                  2                   
 15                   522                  2                   
 16                   562                  2                   
 17                   629                  2                   
 18                   492                  2                   
 19                   646                  2                   
 20                   501                  2                   
 21                   494                  2                   
 22                   0                    2                   
 23                   497                  2                   
 24                   493                  2                   
 25                   522                  2                   
 26                   490                  2                   
 27                   510                  2                   
 28                   529                  2                   
 29                   505                  2                   
 30                   530                  2                   
 31                   730                  2                   
 32                   0                    3                   
 33                   528                  2                   
 34                   518                  2                   
 35                   0                    3                   
 36                   0                    3                   
 37                   0                    3                   
 38                   129                  2                   
 39                   0                    3                   
 40                   0                    2                   
 41                   0                    2                   
 42                   0                    2                   
 43                   0                    3                   
 44                   0                    2                   
 45                   0                    2                   
 46                   0                    2                   
 47                   0                    2                   
 48                   0                    2                   
 49                   0                    2                   
 50                   1                    2                   
 51                   497                  1                   
 52                   489                  1                   
 53                   484                  1                   
 54                   521                  1                   
 55                   502                  1                   
 56                   513                  1                   
 57                   521                  1                   
 58                   502                  1                   
 59                   533                  1                   
 60                   519                  2                   
 61                   606                  2                   
 62                   0                    2                   
 63                   0                    2                   
 64                   648                  1                   
 65                   688                  1                   
 66                   0                    2                   
 67                   702                  1                   
 68                   707                  1                   
 69                   0                    2                   
 70                   628                  1                   
 71                   608                  1                   
